batter_name,age,G,PA,AB,R,H,2B,3B,HR,TB,RBI,SB,CS,BB,HBP,GB,SO,GDP,BU,fly,year,salary,war,year_born,hand2,cp,tp,1B,FBP,avg,OBP,SLG,OPS,p_year,YAB,YOPS
조인성,37.0,104.0,307.0,284.0,32.0,77.0,13.0,0.0,9.0,117.0,40.0,0.0,1.0,16.0,2.0,1.0,60.0,5.0,3.0,2.0,2012,40000,2.238,1975-05-25,우투우타,포수,포수,55.0,18.0,0.271,0.312,0.41200000000000003,0.7240000000000001,2013,207.0,0.606
조인성,38.0,88.0,223.0,207.0,16.0,44.0,10.0,0.0,7.0,75.0,29.0,0.0,1.0,7.0,2.0,0.0,65.0,4.0,5.0,1.0,2013,40000,0.177,1975-05-25,우투우타,포수,포수,27.0,9.0,0.213,0.244,0.36200000000000004,0.606,2014,164.0,0.6859999999999999
조인성,39.0,75.0,185.0,164.0,16.0,37.0,7.0,0.0,7.0,65.0,34.0,0.0,0.0,14.0,2.0,0.0,40.0,5.0,2.0,3.0,2014,40000,0.35600000000000004,1975-05-25,우투우타,포수,포수,23.0,16.0,0.226,0.29,0.396,0.6859999999999999,2015,276.0,0.679
조인성,40.0,106.0,310.0,276.0,33.0,64.0,11.0,0.0,11.0,108.0,44.0,0.0,0.0,16.0,6.0,0.0,89.0,5.0,11.0,1.0,2015,40000,0.241,1975-05-25,우투우타,포수,포수,42.0,22.0,0.23199999999999998,0.28800000000000003,0.391,0.679,2016,137.0,0.434
조인성,41.0,76.0,146.0,137.0,10.0,23.0,2.0,0.0,3.0,34.0,7.0,0.0,0.0,2.0,1.0,0.0,38.0,2.0,6.0,0.0,2016,40000,-1.508,1975-05-25,우투우타,포수,포수,18.0,3.0,0.168,0.18600000000000003,0.248,0.434,2017,29.0,0.276
이재원,18.0,23.0,49.0,48.0,2.0,15.0,0.0,0.0,0.0,15.0,4.0,0.0,0.0,1.0,0.0,0.0,9.0,2.0,0.0,0.0,2006,2400,0.246,1988-02-24,우투우타,포수,포수,15.0,1.0,0.312,0.327,0.312,0.639,2007,108.0,0.878
이재원,19.0,66.0,119.0,108.0,16.0,36.0,8.0,0.0,3.0,53.0,21.0,1.0,0.0,7.0,3.0,0.0,13.0,4.0,0.0,1.0,2007,2200,0.97,1988-02-24,우투우타,포수,포수,25.0,10.0,0.33299999999999996,0.387,0.491,0.878,2008,146.0,0.877
이재원,20.0,82.0,171.0,146.0,14.0,46.0,13.0,1.0,3.0,70.0,25.0,2.0,0.0,20.0,2.0,0.0,24.0,8.0,0.0,3.0,2008,4000,1.2990000000000002,1988-02-24,우투우타,포수,포수,29.0,22.0,0.315,0.39799999999999996,0.479,0.877,2009,32.0,0.8680000000000001
이재원,21.0,24.0,39.0,32.0,2.0,11.0,2.0,0.0,0.0,13.0,5.0,0.0,0.0,6.0,1.0,0.0,4.0,1.0,0.0,0.0,2009,5500,0.255,1988-02-24,우투우타,포수,포수,9.0,7.0,0.344,0.462,0.406,0.8680000000000001,2010,70.0,0.6920000000000001
이재원,24.0,16.0,33.0,28.0,3.0,9.0,0.0,0.0,2.0,15.0,7.0,0.0,0.0,4.0,1.0,0.0,4.0,1.0,0.0,0.0,2012,5000,0.534,1988-02-24,우투우타,포수,포수,7.0,5.0,0.321,0.424,0.536,0.96,2013,226.0,0.725
이재원,25.0,69.0,252.0,226.0,27.0,57.0,10.0,1.0,8.0,93.0,41.0,2.0,1.0,17.0,4.0,0.0,32.0,8.0,3.0,2.0,2013,5400,1.499,1988-02-24,우투우타,포수,포수,38.0,21.0,0.252,0.313,0.41200000000000003,0.725,2014,412.0,0.92
이재원,26.0,120.0,484.0,412.0,48.0,139.0,30.0,2.0,12.0,209.0,83.0,3.0,0.0,49.0,12.0,7.0,66.0,14.0,0.0,11.0,2014,7500,3.945,1988-02-24,우투우타,포수,포수,95.0,61.0,0.337,0.413,0.507,0.92,2015,489.0,0.79
이재원,27.0,140.0,559.0,489.0,58.0,138.0,18.0,1.0,17.0,209.0,100.0,1.0,3.0,54.0,11.0,5.0,85.0,22.0,0.0,5.0,2015,28000,1.475,1988-02-24,우투우타,포수,포수,102.0,65.0,0.282,0.363,0.42700000000000005,0.79,2016,411.0,0.8
이재원,28.0,130.0,472.0,411.0,49.0,119.0,15.0,0.0,15.0,179.0,64.0,1.0,5.0,43.0,9.0,3.0,76.0,15.0,2.0,7.0,2016,28000,1.912,1988-02-24,우투우타,포수,포수,89.0,52.0,0.29,0.364,0.436,0.8,2017,314.0,0.6679999999999999
이재원,29.0,114.0,350.0,314.0,32.0,76.0,15.0,0.0,9.0,118.0,42.0,0.0,1.0,16.0,8.0,0.0,55.0,9.0,8.0,4.0,2017,35000,0.222,1988-02-24,우투우타,포수,포수,52.0,24.0,0.242,0.292,0.376,0.6679999999999999,2018,407.0,0.919
이재원,30.0,130.0,471.0,407.0,63.0,134.0,24.0,0.0,17.0,209.0,57.0,0.0,0.0,43.0,12.0,0.0,65.0,13.0,4.0,5.0,2018,35000,4.134,1988-02-24,우투우타,포수,포수,93.0,55.0,0.32899999999999996,0.405,0.514,0.919,2019,451.0,0.7170000000000001
이호준,20.0,17.0,24.0,18.0,6.0,3.0,1.0,0.0,1.0,7.0,3.0,0.0,0.0,5.0,1.0,0.0,8.0,0.0,0.0,0.0,1996,2400,0.158,1976-02-08,우투우타,지명타자,1루수,1.0,6.0,0.16699999999999998,0.375,0.389,0.764,1997,126.0,0.8720000000000001
이호준,21.0,54.0,140.0,126.0,26.0,35.0,9.0,1.0,8.0,70.0,20.0,0.0,0.0,7.0,1.0,0.0,27.0,1.0,4.0,2.0,1997,1800,0.8190000000000001,1976-02-08,우투우타,지명타자,1루수,17.0,8.0,0.278,0.316,0.556,0.8720000000000001,1998,422.0,0.855
이호준,22.0,121.0,465.0,422.0,64.0,128.0,27.0,1.0,19.0,214.0,77.0,5.0,2.0,27.0,6.0,1.0,71.0,13.0,2.0,8.0,1998,2800,3.659,1976-02-08,우투우타,지명타자,1루수,81.0,33.0,0.303,0.348,0.507,0.855,1999,312.0,0.8200000000000001
이호준,23.0,107.0,342.0,312.0,48.0,86.0,16.0,1.0,16.0,152.0,55.0,5.0,2.0,24.0,3.0,1.0,46.0,13.0,3.0,0.0,1999,4000,1.425,1976-02-08,우투우타,지명타자,1루수,53.0,27.0,0.276,0.33299999999999996,0.48700000000000004,0.8200000000000001,2000,190.0,0.728
이호준,24.0,61.0,209.0,190.0,23.0,44.0,9.0,0.0,10.0,83.0,25.0,1.0,0.0,12.0,4.0,0.0,45.0,9.0,3.0,0.0,2000,4000,0.133,1976-02-08,우투우타,지명타자,1루수,25.0,16.0,0.23199999999999998,0.29100000000000004,0.43700000000000006,0.728,2001,286.0,0.7
이호준,25.0,80.0,308.0,286.0,44.0,67.0,17.0,5.0,8.0,118.0,30.0,4.0,3.0,18.0,3.0,0.0,44.0,7.0,1.0,0.0,2001,5000,-0.025,1976-02-08,우투우타,지명타자,1루수,37.0,21.0,0.23399999999999999,0.287,0.413,0.7,2002,444.0,0.865
이호준,26.0,129.0,499.0,444.0,76.0,128.0,24.0,2.0,23.0,225.0,64.0,5.0,3.0,45.0,4.0,3.0,75.0,12.0,4.0,2.0,2002,5000,3.276,1976-02-08,우투우타,지명타자,1루수,79.0,49.0,0.28800000000000003,0.358,0.507,0.865,2003,473.0,0.953
이호준,27.0,133.0,554.0,473.0,86.0,137.0,20.0,1.0,36.0,267.0,102.0,9.0,7.0,69.0,9.0,4.0,80.0,6.0,2.0,1.0,2003,8000,5.146,1976-02-08,우투우타,지명타자,1루수,80.0,78.0,0.29,0.389,0.564,0.953,2004,497.0,0.8809999999999999
이호준,28.0,133.0,578.0,497.0,87.0,139.0,22.0,2.0,30.0,255.0,112.0,7.0,7.0,69.0,4.0,5.0,75.0,12.0,2.0,6.0,2004,15000,3.919,1976-02-08,우투우타,지명타자,1루수,85.0,73.0,0.28,0.368,0.513,0.8809999999999999,2005,354.0,0.867
이호준,31.0,101.0,391.0,351.0,56.0,110.0,22.0,1.0,14.0,176.0,71.0,3.0,6.0,31.0,3.0,0.0,59.0,13.0,0.0,6.0,2007,25000,3.014,1976-02-08,우투우타,지명타자,1루수,73.0,34.0,0.313,0.368,0.501,0.8690000000000001,2008,25.0,0.511
이호준,32.0,8.0,26.0,25.0,1.0,5.0,2.0,0.0,0.0,7.0,2.0,0.0,0.0,1.0,0.0,0.0,8.0,1.0,0.0,0.0,2008,50000,-0.139,1976-02-08,우투우타,지명타자,1루수,3.0,1.0,0.2,0.231,0.28,0.511,2009,299.0,0.8809999999999999
이호준,33.0,103.0,340.0,299.0,40.0,89.0,14.0,1.0,16.0,153.0,55.0,0.0,0.0,35.0,1.0,1.0,60.0,9.0,1.0,4.0,2009,50000,1.533,1976-02-08,우투우타,지명타자,1루수,58.0,36.0,0.298,0.369,0.512,0.8809999999999999,2010,194.0,0.79
이호준,34.0,85.0,219.0,194.0,19.0,54.0,9.0,0.0,8.0,87.0,46.0,1.0,0.0,20.0,1.0,3.0,39.0,6.0,0.0,4.0,2010,50000,0.539,1976-02-08,우투우타,지명타자,1루수,37.0,21.0,0.278,0.342,0.44799999999999995,0.79,2011,368.0,0.732
이호준,35.0,114.0,417.0,368.0,41.0,93.0,12.0,0.0,14.0,147.0,62.0,2.0,2.0,44.0,1.0,2.0,78.0,10.0,3.0,1.0,2011,50000,0.79,1976-02-08,우투우타,지명타자,1루수,67.0,45.0,0.253,0.33299999999999996,0.39899999999999997,0.732,2012,426.0,0.895
이호준,36.0,127.0,504.0,426.0,55.0,128.0,26.0,0.0,18.0,208.0,78.0,3.0,3.0,72.0,5.0,5.0,90.0,10.0,0.0,1.0,2012,25000,4.45,1976-02-08,우투우타,지명타자,1루수,84.0,77.0,0.3,0.40700000000000003,0.488,0.895,2013,442.0,0.8370000000000001
이호준,37.0,126.0,508.0,442.0,46.0,123.0,25.0,1.0,20.0,210.0,87.0,2.0,3.0,60.0,1.0,3.0,109.0,8.0,0.0,5.0,2013,45000,2.404,1976-02-08,우투우타,지명타자,1루수,77.0,61.0,0.278,0.36200000000000004,0.475,0.8370000000000001,2014,424.0,0.852
이호준,38.0,122.0,500.0,424.0,59.0,115.0,20.0,0.0,23.0,204.0,78.0,3.0,5.0,67.0,3.0,0.0,104.0,15.0,1.0,5.0,2014,45000,1.37,1976-02-08,우투우타,지명타자,1루수,72.0,70.0,0.271,0.371,0.48100000000000004,0.852,2015,449.0,0.8909999999999999
이호준,39.0,131.0,518.0,449.0,48.0,132.0,25.0,0.0,24.0,229.0,110.0,0.0,2.0,61.0,3.0,7.0,102.0,16.0,3.0,2.0,2015,75000,1.872,1976-02-08,우투우타,지명타자,1루수,83.0,64.0,0.294,0.381,0.51,0.8909999999999999,2016,399.0,0.902
이호준,40.0,119.0,472.0,399.0,46.0,119.0,20.0,0.0,21.0,202.0,87.0,3.0,2.0,65.0,2.0,6.0,78.0,11.0,2.0,4.0,2016,75000,1.709,1976-02-08,우투우타,지명타자,1루수,78.0,67.0,0.298,0.396,0.506,0.902,2017,164.0,0.8540000000000001
정근우,23.0,52.0,106.0,88.0,11.0,17.0,2.0,0.0,0.0,19.0,5.0,4.0,2.0,4.0,4.0,0.0,13.0,3.0,8.0,2.0,2005,2400,-0.501,1982-10-02,우투우타,중견수,2루수,15.0,8.0,0.193,0.255,0.21600000000000003,0.47100000000000003,2006,430.0,0.7440000000000001
정근우,24.0,120.0,487.0,430.0,69.0,122.0,19.0,4.0,8.0,173.0,42.0,45.0,10.0,36.0,4.0,1.0,60.0,3.0,13.0,4.0,2006,2400,4.211,1982-10-02,우투우타,중견수,2루수,91.0,40.0,0.284,0.342,0.402,0.7440000000000001,2007,341.0,0.879
정근우,25.0,111.0,391.0,341.0,62.0,110.0,24.0,2.0,9.0,165.0,44.0,24.0,10.0,35.0,6.0,0.0,44.0,6.0,9.0,0.0,2007,6000,4.88,1982-10-02,우투우타,중견수,2루수,75.0,41.0,0.32299999999999995,0.395,0.484,0.879,2008,491.0,0.7929999999999999
정근우,26.0,124.0,550.0,491.0,73.0,154.0,20.0,4.0,8.0,206.0,58.0,40.0,20.0,46.0,3.0,1.0,53.0,9.0,6.0,4.0,2008,11000,4.567,1982-10-02,우투우타,중견수,2루수,122.0,49.0,0.314,0.373,0.42,0.7929999999999999,2009,480.0,0.92
정근우,27.0,127.0,565.0,480.0,98.0,168.0,29.0,4.0,9.0,232.0,59.0,53.0,13.0,67.0,11.0,1.0,55.0,8.0,2.0,5.0,2009,17000,6.862,1982-10-02,우투우타,중견수,2루수,126.0,78.0,0.35,0.43700000000000006,0.483,0.92,2010,485.0,0.752
정근우,28.0,128.0,563.0,485.0,75.0,148.0,25.0,2.0,2.0,183.0,48.0,33.0,13.0,47.0,8.0,5.0,51.0,9.0,22.0,1.0,2010,24000,3.048,1982-10-02,우투우타,중견수,2루수,119.0,55.0,0.305,0.375,0.377,0.752,2011,326.0,0.804
정근우,29.0,90.0,385.0,326.0,60.0,100.0,19.0,0.0,6.0,137.0,40.0,20.0,9.0,38.0,4.0,2.0,37.0,10.0,15.0,2.0,2011,31000,2.965,1982-10-02,우투우타,중견수,2루수,75.0,42.0,0.307,0.384,0.42,0.804,2012,467.0,0.7010000000000001
정근우,30.0,127.0,534.0,467.0,53.0,124.0,13.0,4.0,8.0,169.0,46.0,22.0,12.0,47.0,6.0,3.0,33.0,10.0,12.0,2.0,2012,31000,2.926,1982-10-02,우투우타,중견수,2루수,99.0,53.0,0.266,0.33899999999999997,0.36200000000000004,0.7010000000000001,2013,407.0,0.7759999999999999
정근우,31.0,112.0,476.0,407.0,64.0,114.0,19.0,3.0,9.0,166.0,35.0,28.0,11.0,50.0,7.0,6.0,48.0,6.0,11.0,1.0,2013,55000,3.2030000000000003,1982-10-02,우투우타,중견수,2루수,83.0,57.0,0.28,0.368,0.408,0.7759999999999999,2014,464.0,0.8069999999999999
정근우,32.0,125.0,549.0,464.0,91.0,137.0,28.0,5.0,6.0,193.0,44.0,32.0,3.0,66.0,9.0,0.0,56.0,11.0,7.0,3.0,2014,70000,3.605,1982-10-02,우투우타,중견수,2루수,98.0,75.0,0.295,0.391,0.41600000000000004,0.8069999999999999,2015,468.0,0.8690000000000001
정근우,33.0,126.0,552.0,468.0,99.0,148.0,30.0,2.0,12.0,218.0,66.0,21.0,6.0,61.0,8.0,1.0,66.0,14.0,13.0,2.0,2015,70000,4.94,1982-10-02,우투우타,중견수,2루수,104.0,69.0,0.316,0.40299999999999997,0.466,0.8690000000000001,2016,575.0,0.845
정근우,34.0,138.0,650.0,575.0,121.0,178.0,31.0,2.0,18.0,267.0,88.0,22.0,6.0,60.0,9.0,2.0,58.0,14.0,1.0,5.0,2016,70000,4.317,1982-10-02,우투우타,중견수,2루수,127.0,69.0,0.31,0.381,0.46399999999999997,0.845,2017,391.0,0.863
정근우,35.0,105.0,442.0,391.0,73.0,129.0,22.0,0.0,11.0,184.0,46.0,6.0,6.0,32.0,10.0,3.0,48.0,12.0,5.0,3.0,2017,70000,2.884,1982-10-02,우투우타,중견수,2루수,96.0,42.0,0.33,0.392,0.47100000000000003,0.863,2018,375.0,0.8380000000000001
정근우,36.0,102.0,425.0,375.0,63.0,114.0,24.0,1.0,11.0,173.0,57.0,6.0,5.0,39.0,7.0,1.0,43.0,12.0,1.0,3.0,2018,70000,1.273,1982-10-02,우투우타,중견수,2루수,78.0,46.0,0.304,0.377,0.461,0.8380000000000001,2019,277.0,0.688
박진만,20.0,115.0,406.0,361.0,49.0,102.0,21.0,2.0,6.0,145.0,38.0,11.0,7.0,20.0,7.0,0.0,55.0,5.0,18.0,0.0,1996,2400,2.847,1976-11-30,우투우타,3루수,유격수,73.0,27.0,0.28300000000000003,0.332,0.402,0.7340000000000001,1997,351.0,0.504
박진만,21.0,112.0,398.0,351.0,29.0,65.0,11.0,0.0,5.0,91.0,29.0,7.0,5.0,20.0,8.0,1.0,62.0,6.0,18.0,1.0,1997,4000,-0.867,1976-11-30,우투우타,3루수,유격수,49.0,28.0,0.185,0.245,0.259,0.504,1998,330.0,0.544
박진만,22.0,123.0,375.0,330.0,36.0,67.0,17.0,0.0,4.0,96.0,33.0,8.0,3.0,18.0,6.0,0.0,50.0,4.0,15.0,6.0,1998,3600,-0.255,1976-11-30,우투우타,3루수,유격수,46.0,24.0,0.203,0.253,0.29100000000000004,0.544,1999,395.0,0.6829999999999999
박진만,23.0,128.0,459.0,395.0,50.0,104.0,21.0,2.0,3.0,138.0,42.0,5.0,6.0,36.0,7.0,2.0,63.0,9.0,19.0,2.0,1999,5000,0.975,1976-11-30,우투우타,3루수,유격수,78.0,43.0,0.263,0.33399999999999996,0.349,0.6829999999999999,2000,420.0,0.836
박진만,24.0,129.0,477.0,420.0,67.0,121.0,30.0,4.0,15.0,204.0,58.0,0.0,5.0,36.0,6.0,0.0,76.0,9.0,11.0,4.0,2000,5500,3.505,1976-11-30,우투우타,3루수,유격수,72.0,42.0,0.28800000000000003,0.35,0.486,0.836,2001,383.0,0.887
박진만,25.0,122.0,449.0,383.0,72.0,115.0,13.0,0.0,22.0,194.0,63.0,9.0,6.0,47.0,4.0,0.0,65.0,13.0,12.0,3.0,2001,10500,3.981,1976-11-30,우투우타,3루수,유격수,80.0,51.0,0.3,0.38,0.507,0.887,2002,401.0,0.675
박진만,26.0,126.0,466.0,401.0,47.0,88.0,24.0,0.0,12.0,148.0,57.0,2.0,5.0,47.0,5.0,2.0,85.0,6.0,9.0,4.0,2002,16000,1.405,1976-11-30,우투우타,3루수,유격수,52.0,52.0,0.21899999999999997,0.306,0.369,0.675,2003,421.0,0.8370000000000001
박진만,27.0,129.0,515.0,421.0,68.0,119.0,26.0,0.0,16.0,193.0,48.0,6.0,5.0,55.0,13.0,0.0,66.0,14.0,22.0,4.0,2003,17000,4.089,1976-11-30,우투우타,3루수,유격수,77.0,68.0,0.28300000000000003,0.379,0.45799999999999996,0.8370000000000001,2004,434.0,0.81
박진만,28.0,129.0,506.0,434.0,65.0,124.0,18.0,0.0,17.0,193.0,69.0,6.0,3.0,48.0,9.0,2.0,67.0,10.0,10.0,5.0,2004,28000,4.032,1976-11-30,우투우타,3루수,유격수,89.0,57.0,0.28600000000000003,0.365,0.445,0.81,2005,281.0,0.7240000000000001
박진만,29.0,85.0,333.0,281.0,34.0,70.0,16.0,0.0,7.0,107.0,44.0,5.0,2.0,32.0,9.0,0.0,47.0,8.0,9.0,2.0,2005,35000,1.894,1976-11-30,우투우타,3루수,유격수,47.0,41.0,0.249,0.34299999999999997,0.381,0.7240000000000001,2006,382.0,0.812
박진만,30.0,115.0,452.0,382.0,54.0,108.0,22.0,1.0,11.0,165.0,65.0,10.0,6.0,56.0,7.0,0.0,74.0,6.0,2.0,5.0,2006,45000,4.899,1976-11-30,우투우타,3루수,유격수,74.0,63.0,0.28300000000000003,0.38,0.43200000000000005,0.812,2007,333.0,0.858
박진만,31.0,100.0,400.0,333.0,35.0,104.0,25.0,0.0,7.0,150.0,56.0,5.0,3.0,53.0,4.0,2.0,38.0,5.0,5.0,5.0,2007,55000,4.42,1976-11-30,우투우타,3루수,유격수,72.0,57.0,0.312,0.408,0.45,0.858,2008,332.0,0.6779999999999999
박진만,32.0,104.0,391.0,332.0,28.0,81.0,12.0,3.0,5.0,114.0,38.0,5.0,4.0,44.0,3.0,0.0,50.0,9.0,9.0,3.0,2008,45000,1.765,1976-11-30,우투우타,3루수,유격수,61.0,47.0,0.244,0.335,0.34299999999999997,0.6779999999999999,2009,223.0,0.7190000000000001
박진만,33.0,76.0,258.0,223.0,22.0,57.0,11.0,0.0,6.0,86.0,29.0,2.0,1.0,25.0,3.0,0.0,31.0,8.0,3.0,4.0,2009,60000,0.958,1976-11-30,우투우타,3루수,유격수,40.0,28.0,0.256,0.33299999999999996,0.386,0.7190000000000001,2010,131.0,0.667
박진만,34.0,46.0,161.0,131.0,14.0,31.0,5.0,1.0,1.0,41.0,14.0,1.0,2.0,24.0,1.0,0.0,27.0,1.0,3.0,2.0,2010,60000,0.604,1976-11-30,우투우타,3루수,유격수,24.0,25.0,0.237,0.354,0.313,0.667,2011,282.0,0.7709999999999999
박진만,35.0,100.0,340.0,282.0,42.0,79.0,18.0,0.0,6.0,115.0,39.0,6.0,5.0,34.0,5.0,2.0,44.0,6.0,15.0,4.0,2011,25000,2.207,1976-11-30,우투우타,3루수,유격수,55.0,39.0,0.28,0.363,0.408,0.7709999999999999,2012,138.0,0.665
박진만,36.0,57.0,161.0,138.0,12.0,29.0,7.0,1.0,5.0,53.0,19.0,3.0,1.0,14.0,0.0,0.0,27.0,2.0,8.0,1.0,2012,25000,0.618,1976-11-30,우투우타,3루수,유격수,16.0,14.0,0.21,0.281,0.384,0.665,2013,276.0,0.687
박진만,37.0,100.0,326.0,276.0,25.0,69.0,14.0,1.0,3.0,94.0,24.0,3.0,4.0,37.0,5.0,0.0,47.0,6.0,5.0,3.0,2013,20000,1.404,1976-11-30,우투우타,3루수,유격수,51.0,42.0,0.25,0.34600000000000003,0.341,0.687,2014,32.0,0.575
박진만,38.0,19.0,35.0,32.0,3.0,8.0,1.0,0.0,0.0,9.0,2.0,0.0,1.0,2.0,0.0,0.0,8.0,0.0,1.0,0.0,2014,20000,0.027000000000000003,1976-11-30,우투우타,3루수,유격수,7.0,2.0,0.25,0.294,0.281,0.575,2015,133.0,0.706
최윤석,23.0,47.0,93.0,76.0,13.0,7.0,2.0,0.0,0.0,9.0,2.0,7.0,1.0,8.0,1.0,0.0,19.0,1.0,7.0,1.0,2010,2400,-0.777,1987-03-28,우투우타,유격수,유격수,5.0,9.0,0.092,0.18600000000000003,0.11800000000000001,0.304,2011,156.0,0.696
최윤석,24.0,82.0,209.0,156.0,21.0,38.0,4.0,1.0,1.0,47.0,9.0,4.0,4.0,32.0,7.0,0.0,38.0,2.0,14.0,0.0,2011,3200,1.0659999999999998,1987-03-28,우투우타,유격수,유격수,32.0,39.0,0.244,0.395,0.301,0.696,2012,170.0,0.612
최윤석,25.0,109.0,213.0,170.0,17.0,39.0,1.0,0.0,1.0,43.0,15.0,6.0,5.0,33.0,2.0,0.0,36.0,4.0,7.0,1.0,2012,5000,0.763,1987-03-28,우투우타,유격수,유격수,37.0,35.0,0.22899999999999998,0.359,0.253,0.612,2013,67.0,0.595
최윤석,29.0,11.0,17.0,16.0,2.0,2.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,4.0,0.0,0.0,0.0,2016,5700,-0.423,1987-03-28,우투우타,유격수,유격수,2.0,1.0,0.125,0.17600000000000002,0.125,0.301,2017,32.0,0.43799999999999994
최윤석,30.0,21.0,33.0,32.0,3.0,7.0,0.0,0.0,0.0,7.0,2.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,1.0,0.0,2017,5200,-0.343,1987-03-28,우투우타,유격수,유격수,7.0,0.0,0.21899999999999997,0.21899999999999997,0.21899999999999997,0.43799999999999994,2018,0.0,
최윤석,31.0,2.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,2018,4800,0.003,1987-03-28,우투우타,유격수,유격수,0.0,2.0,,1.0,,,2019,12.0,0.65
조동화,20.0,6.0,6.0,6.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2001,2400,-0.064,1981-03-22,좌투좌타,우익수,좌익수,1.0,0.0,0.16699999999999998,0.16699999999999998,0.16699999999999998,0.33399999999999996,2002,1.0,0.0
조동화,24.0,110.0,345.0,281.0,41.0,74.0,2.0,4.0,1.0,87.0,19.0,19.0,5.0,19.0,3.0,0.0,55.0,2.0,41.0,1.0,2005,2000,-0.455,1981-03-22,좌투좌타,우익수,좌익수,67.0,22.0,0.263,0.316,0.31,0.626,2006,139.0,0.547
조동화,25.0,65.0,163.0,139.0,20.0,28.0,3.0,4.0,0.0,39.0,12.0,8.0,1.0,11.0,2.0,0.0,25.0,1.0,9.0,2.0,2006,4500,-0.21600000000000005,1981-03-22,좌투좌타,우익수,좌익수,21.0,13.0,0.201,0.266,0.281,0.547,2007,290.0,0.6729999999999999
조동화,26.0,121.0,345.0,290.0,48.0,79.0,8.0,3.0,0.0,93.0,18.0,25.0,6.0,31.0,7.0,1.0,59.0,1.0,13.0,4.0,2007,4000,1.22,1981-03-22,좌투좌타,우익수,좌익수,68.0,38.0,0.272,0.35200000000000004,0.321,0.6729999999999999,2008,283.0,0.6890000000000001
조동화,27.0,103.0,337.0,283.0,43.0,79.0,4.0,4.0,1.0,94.0,26.0,19.0,3.0,33.0,3.0,2.0,56.0,6.0,15.0,3.0,2008,7500,1.132,1981-03-22,좌투좌타,우익수,좌익수,70.0,36.0,0.27899999999999997,0.35700000000000004,0.332,0.6890000000000001,2009,169.0,0.465
조동화,28.0,102.0,191.0,169.0,22.0,30.0,4.0,3.0,0.0,40.0,8.0,7.0,3.0,8.0,3.0,0.0,49.0,2.0,11.0,0.0,2009,10500,-1.523,1981-03-22,좌투좌타,우익수,좌익수,23.0,11.0,0.17800000000000002,0.228,0.237,0.465,2010,250.0,0.648
조동화,29.0,115.0,300.0,250.0,38.0,61.0,7.0,1.0,3.0,79.0,27.0,15.0,2.0,27.0,7.0,0.0,56.0,1.0,14.0,2.0,2010,9000,0.285,1981-03-22,좌투좌타,우익수,좌익수,50.0,34.0,0.244,0.332,0.316,0.648,2011,296.0,0.5820000000000001
조동화,30.0,114.0,345.0,296.0,42.0,70.0,9.0,2.0,0.0,83.0,16.0,10.0,6.0,27.0,1.0,0.0,51.0,1.0,21.0,0.0,2011,11000,-0.04,1981-03-22,좌투좌타,우익수,좌익수,59.0,28.0,0.23600000000000002,0.302,0.28,0.5820000000000001,2012,62.0,0.5880000000000001
조동화,31.0,24.0,77.0,62.0,6.0,15.0,2.0,0.0,0.0,17.0,3.0,3.0,3.0,7.0,0.0,0.0,16.0,0.0,7.0,1.0,2012,11000,-0.177,1981-03-22,좌투좌타,우익수,좌익수,13.0,7.0,0.242,0.314,0.27399999999999997,0.5880000000000001,2013,332.0,0.6639999999999999
조동화,32.0,105.0,405.0,332.0,52.0,85.0,11.0,3.0,0.0,102.0,19.0,24.0,9.0,46.0,8.0,1.0,76.0,3.0,16.0,3.0,2013,9000,0.826,1981-03-22,좌투좌타,우익수,좌익수,71.0,54.0,0.256,0.35700000000000004,0.307,0.6639999999999999,2014,443.0,0.655
조동화,33.0,125.0,522.0,443.0,74.0,116.0,12.0,5.0,2.0,144.0,52.0,37.0,7.0,43.0,4.0,1.0,72.0,8.0,28.0,4.0,2014,12000,0.168,1981-03-22,좌투좌타,우익수,좌익수,97.0,47.0,0.262,0.33,0.325,0.655,2015,245.0,0.669
조동화,34.0,119.0,304.0,245.0,38.0,64.0,6.0,1.0,2.0,78.0,15.0,18.0,3.0,30.0,5.0,0.0,50.0,2.0,22.0,2.0,2015,30000,0.327,1981-03-22,좌투좌타,우익수,좌익수,55.0,35.0,0.261,0.35100000000000003,0.318,0.669,2016,143.0,0.5960000000000001
박재상,23.0,31.0,49.0,46.0,3.0,6.0,1.0,0.0,0.0,7.0,1.0,3.0,1.0,3.0,0.0,0.0,17.0,0.0,0.0,0.0,2005,2000,-0.48,1982-07-20,좌투좌타,좌익수,좌익수,5.0,3.0,0.13,0.184,0.152,0.336,2006,172.0,0.698
박재상,24.0,65.0,201.0,172.0,24.0,43.0,10.0,2.0,3.0,66.0,23.0,6.0,5.0,14.0,3.0,0.0,40.0,2.0,10.0,2.0,2006,2200,0.544,1982-07-20,좌투좌타,좌익수,좌익수,28.0,17.0,0.25,0.314,0.384,0.698,2007,312.0,0.79
